Hot Sauce,Ingredients,SHU,Taste,Aroma,Looks,Heat,Label,Capsaicin?,Habanero?,Jalapeno?,Ghost?,Scorpion?,Carolina Reaper?,Cayenne?,Poblano?,Serrano?,Vinegar?,Water?,Oil?,Fruit?,Vegetable?,Sweetener?,Thickener?
Bazodee - Hot Hot Soca Sauce,"Papaya, Onions, Water, Apple Cider Vinegar, Yellow Mustard, Sunflower Oil, Bell Peppers, Cauliflower, Cilantro, Sugar, Habaneros, Garlic, Salt, Parsley, Jalapeños, Trinidad Scorpion Pepper Powder, Tumeric, Oleoresin Paprika, Spices, Natural Orange Flavor",0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0
Truffled Hog - Lubber Sauce,"Jalapeno Peppers, Garlic, Shallot, Cane Sugar, Cidar Vinegar, Seasonings.",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Chef George - Angry Sauce,"Vegetable Juice, Garlic, Jalapeño, Vinegar, Chipotle, Carolina Reaper, Carrot, Onion, Salt, Black Pepper",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
Mayan Fire - Habanero Hot Pepper Sauce,"Habanero Pepper Mash (red Habanero Pepper, Water), Salt, Vinegar, Artificial Color (red 40), Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Valentina - Salsa Picante,"Water, Chili Peppers, Vinegar, Salt, Spices, 0.1% Sodium Benzoate As A Preservative",0,5.0,4.0,4.0,2.5,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Blair's - Pure Death Sauce,"Habanero Chili Pods, Naga Jolokia, Vinegar, Hawaiian Red Salt",0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Baron - Blazing Hot Sauce,"Hot Pepper, Filtered Water, Salt, Lime Extract, Modified Corn Starch, Acetic Acid, Garlic, Xanthan Gum, E385, E211, E129 ",0,4.3,3.6,4.4,4.5,3.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Teriacha - Original Teriyaki Sriracha,"Water, Soy Sauce (Water, Soybeans, Salt, Alcohol), Honey, Red Chile Puree, Brown Sugar, Sugar, Modified Food Starch, Garlic, Ground Ginger, Xanthan Gum, &amp; Spices",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Cackalacky - Spice Sauce,"Sweet Potatoes, Water, Crushed Tomatoes, Vinegar, Pepper Pulp, Onion, Burgundy Wine, Apple Cider, Honey, Salt, Key Lime Juice, Vegetable Oil, Sugar, Molasses, Spices, Natural Flavors, Garlic Powder, Sodium Benzoate, Potassium Sorbate, Xantham Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
Pain In the Ass Hot Sauce,"Water, Habanero Pepper, Vinegar, Salt, Spices, Xanthan Gum",0,2.0,1.6,3.3,2.7,4.3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Shaquanda's - Hot Pepper Sauce,"Onion, White Vinegar, Apple Cider Vinegar, Chili Pepper, Tomato Paste (tomato, Citric Acid), Demerara Sugar, Lemon Juice, Sea Salt, Ginger Juice, Horseradish, Mustard Powder, Turmeric Powder",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Iguana - Mean Green Jalapeno Pepper Sauce,"Water, Jalapeno Pepper, Carrot, Cane Sugar, Salt, Onion, Vinegar, Modified Cornstarch, Garlic, Asorbic Acid, Sodium Bezoate",0,4.0,5.0,4.5,3.0,4.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
Men Pa'w - La Bomba,"Apple Cider Vinegar, Red Scotch Bonnet Peppers, Bhut Jolokia Peppers, Red Habanero Peppers, Salt, Onions, Garlic, Spices

",0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Mama Pearl's - Hot Sauce (Caribbean Flavor),"Distilled Vinegar, Habanero Peppers, Cilantro, Garlic, Jalapeno Peppers, Mustard, Salt",0,5.0,5.0,4.9,3.9,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Men Pa'w - Umami,"Cider Vinegar, Roasted Red Peppers, Canola Oil, Olive Oil, Onions, Cayenne Peppers,  Red Jalapeno Peppers, Jalapeno Peppers, Chocolate Habenero Peppers, Salt, Garlic, Spices

",0,4.9,4.9,4.9,4.9,5.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
HotDamn - Hot Sauce,"Pepper, Vinegar, Cayenne Pepper, Butter, Spices",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Melinda's - Jalapeno Pepper Hot Sauce,"Fresh Jalapeño Chile Peppers, Salt, Vinegar, Xanthum Gum ",0,3.7,3.0,3.4,2.5,2.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Captain Thom's - Thai Monkey,"Teriyaki Sauce (soy Sauce, Sugar, Sherry Wine, Corn Syrup, Pineapple Juice, Distilled Vinegar, Corn Starch, Burgundy Wine, Pineapple Juice Powder, Salt, Garlic Powder, Caramel Color, Potassium Sorbate, Water, Natural Flavors), Pineapple Juice, Water, Onion, Spices, Wasabi, Thai Peppers, Peanut Butter (roasted Peanuts, Sugar, Partially Hydrated Vegetable Oils, Salt),  Garlic.",0,0.9,1.0,0.6,1.0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
Kent's Sauce,"Clover Honey, Hot Sauce (cayenne Peppers, Vinegar, Salt), Tomato Concentrate, Sugar, Distilled Vinegar, Less Than 2% Of Salt, Natural Flavors, Potassium Chloride, Onion Powder, Citric Acid, Garlic Powder, Spices",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Rippin' Red Wing Sauce - Hot,"Cayenne Pepper, Vinegar, Salt, Butter, Parmesan Cheese, Garlic, Habanero Powder
Maryland
",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Tres Bien Cajun Cuisine - DTR Sauce,"Red Chili Peppers, Salt, Distilled Water, Distilled Vinegar, Carolina Reaper",0,5.0,5.0,5.0,3.0,5.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Rippin' Red - Forbidden Angel Habanero Sauce,"Red Habanero Peppers, Pumpkin, Lime Juice, Onions, Garlic",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oo'mämē - Indian Chile Crisp,"High Oleic Sunflower Oil, Dried Papaya, Fermented Black Beans, Peanuts, Crushed Red Pepper, Unsweetened Coconut, Dried Onion, Turmeric, Cumin, Fennel, Masala Spice Blend, Tamarind, Kashmiri Chile",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Tahiti Joe's - Kumawanakilya XXX,"Habañero Peppers, Apple Cider Vinegar, Crushed Tomatoes, Key Lime Juice, Clam Juice, Worcestershire, Honey, Carrots, Fresh Garlic, Fresh Onions, Ginger, Cilantro, Spices. ",0,4.0,3.9,4.9,4.2,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Grilling Star - Original Habanero Hot Sauce ,"Diced Tomatoes (Tomatoes, Tomatoe Juice, Salt, Calcium, Chloride And Citric Acid), Red Habanero Pepper, Brown Sugar, Pineapple, Peaches, Molasses, Honey, Red Wine, Vinegar, Jalapeno Peppers, Premium High Grade Certified Oleoresin Capsicum, Onion, Garlic, Crushed Red Pepper, Water",0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
oo'mämē - Moroccan Chile Crisp,"High Oleic Sunflower Oil, Crushed Red Pepper, Almonds, Dried Figs, Fermented Black Beans, Crystallized Ginger, Dried Garlic, Quatre Spice, Sesame Seed, Aleppo Pepper, Orange Peel, Korintje Cinnamon, Berber Spice Blend, Ajwain",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rippin' Red Wing Sauce - Original,"Cayenne Pepper, Vinegar, Salt, Butter, Parmesan Cheese, Garlic",0,5.0,5.0,4.9,4.6,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Arizona Gunslinger - Chipotle Habanero Pepper Sauce,"Ripened Habanero Peppers, Red Ripened Jalapeno Peppers, Vinegar, Chipotle Peppers, Salt",0,3.8,4.0,4.3,4.2,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Bullwhip - Kelp Hot Sauce,"Alaskan Bull Kelp, Vinegar, Water, Tomato, Vegetable Oil, Tomato Paste, Garlic, Salt, Piri Piri, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
G3 Hot Sauce,"Vinegar, Peppers, Water, Salt, Cilantro",0,3.1,3.6,4.2,2.1,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Dave's Hurtin' Habanero Sauce,"Water, Habanero Puree (habanero Peppers, Salt, Acetic Acid), Apple Vinegar, Cane Vinegar, Red Chile Puree (red Peppers, Salt, Acetic Acid), Spices, Lemon Juice, Garlic Pulp, Sugar, Citric Acid, Xanthan Gum, Ascorbic Acid",0,3.8,3.5,4.5,3.6,4.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Iggy's - Fermented Habanero Hot Sauce,"Organic Habanero Peppers, Water, Garlic, Himalayan Pink Salt, Live Cultures",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Clancy's Fancy Hot Sauce - Hot,"Apple Cider Vinegar, Fresh Garlic, Extra Virgin Olive Oil, Michigan Wildflower Honey, Fresh Ginger, Paprika, Cayenne Peppers ",0,4.9,4.7,4.9,2.2,5.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
High River Sauces - Cheeba Gold,"Peaches, Mustard, Garlic, Onion, Lemon Juice, Curry, High River Spices, Yellow Scotch Bonnet Peppers, Fatalli Peppers",0,4.6,3.8,4.2,5.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
For Crying Out Loud,"Water, Tomato Paste, Onions, Green Peppers, Jalapeno, Habenero, Serano Peppers, Etc",0,5.0,5.0,5.0,4.0,4.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Don Hotsauce - Habanero &amp; Reaper,"Habanero, Carolina Reaper, Onions, Garlic, Salt, Pepper, Turmeric, Olive Oil, Vinegar",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
Apinya Thai Chili Sauce,"Peppers, Ginger, Thai Chilies, Vinegar, Garlic, Sugar, Salt, Ascorbic Acid (Vitamin C), Potassium Sorbate And Sodium Bisulfite To Protect Freshness",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Smok'N Blunt Sauce - Chipotle Habanero Mango ,"Jalapeño, Habanero, Mango, Chipotle Peppers, Our Blend Of Seasonings ",0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ray's Polish Fire Hot Sauce,"Shoyu (water,  Soybeans*, Salt, Wheat*, Alcohol*), Water, Lime, Plum Vinegar (Japanese Ume Plum, Sea Salt, Perilla Leaves), Apple Cider Vinegar*, Lemon Juice*, Molasses*, Spices  (* Certified  Organic Ingredients)",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Smok'N Blunt Sauce - Ghost Pepper Pineapple ,"Ghost Peppers, Jalapeño, Hot Chilli Peppers, Seasoning, Carrots, Onion, Habanero Peppers ",0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Hotmaple Smokey Habanero,"Yellow Onion, Diced Tomatoes (tomatoes, Tomato Juice, Salt, Naturally Derived Citric Acid And Calcium Chloride), Water, Apple Cider Vinegar, Habanero (habanero Peppers, Salt, Citric Acid), Garlic, Pure Maple Syrup (us Grade A Dark Amber), Contains Less Than 2%: Spices And Liquid Smoke",0,5.0,5.0,5.0,3.0,4.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
Smok'N Blunt Sauce - Original Blunt Sauce ,"Jalapeño, Pepperoncini, Lemon, Onion, Carrots, Our Blend Of Seasonings, Habanero Peppers ",0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Yeo's - Chili Sauce with Garlic,"Water, Chilli (21%), Garlic (21%), Sugar, Salt, Acidity Regulators, Stalisers, Thickeners And Flavourings",0,3.0,2.6,3.6,0.4,1.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Smok'N Blunt Sauce - Peach Rum Serrano ,"Jalapeño, Serrano, Peaches, Carrots, Onion, Our Blend Of Seasonings, Habanero ",0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Walkerswood - Jamaican Firestick Pepper Sauce,"Hot Peppers, Water, Vinegar, Brown Sugar, Salt, Modified Corn Starch, Xanthan Gum, Ascorbic Acid, Garlic Powder, Onion Powder, Potassium Sorbate",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Jurassic Hot Sauce - Cayenneasaurus,"Aged Cayenne Peppers, Onions, Vinegar, Tomatoes, Garlic, Water, Teriyaki Sauce",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Chef Rebel Chili Sauces - Susmaryosep Classic Blend,"Labuyo, Vinegar, Soy Sauce, Corn Oil, Raisin, Sugar, Tomato, Ginger, Lemon Leaves, Laurel, Black Pepper, Salt",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
El Yucateco - Black Label Reserve Chile Habanero,"Water, Habanero Peppers, Salt, Citric Acid AC, Xanthan Gum, Garlic, Onion Powder, Sodium Benzoate As A Preservative, Calcium Disodium EDTA",0,4.3,4.6,3.9,3.0,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Feisty Parrot - Savage Beast,"Carrot, Papaya, Celery, Onion, Apple Juice From Concentrate, Cider Vinegar, Lime Juice, Water, Tequila, Ghost Pepper, Garlic, Trinidad Scorpion Pepper, Salt, Spices, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1
Chef Rebel Chili Sauces - Susmaryosep Garlic Flavor,"Labuyo, Garlic, Vinegar, Soy Sauce, Corn Oil, Raisin, Sugar, Tomato, Ginger, Lemon Leaves, Laurel, Black Pepper, Salt",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
Feisty Parrot - Demented Canary,"Carrot, Papaya, Celery, Onion, Apple Juice From Concentrate, Cider Vinegar, Lime Juice, Water, Tequila, Garlic, Ghost Pepper, Trinidad Scorpion Pepper, Salt, Spices, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1
Whitehouse Station - Habanero Sauce,"Habanero Peppers, Distilled Vinegar, Water, Sugar, Onions, Garlic, Salt",0,4.9,4.1,4.9,4.4,4.2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
the CHILLI effect - Wizard's Lingering Burn,"Tomato Puree, Apple Cider Vinegar, Water, Habanero And Birds Eye Chilli (14%), Apple, Smoked Paprika, Cajun Spice, Chilli Powder, Chipotle Powder, Salt, Garlic, Pepper, Xanthan (415)",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Honest Ember - Hickory Habanero,"Smoked Habanero Peppers, Water, Onions, Vinegar, Sugar, Garlic, Salt, Spices",0,4.9,5.0,5.0,4.5,4.5,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
the CHILLI effect - Sting Like a Bee,"Water, Habanero &amp; Trinidad Scorpion (27.5%), Vinegar, Honey, Apple, Carrot, Onion, Yellow Mustard Seeds, Garlic, Salt, Chilli Powder, Caraway, Fenugreek, Cumin, Coriander, Pepper, Xanthan (415)",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
Honest Ember - Mango Habanero,"Mango, Water, Onion, Vinegar, Habanero Peppers, Salt, Garlic, Spices",0,5.0,5.0,5.0,3.5,4.5,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
the CHILLI effect - El Presidente's Demise,"Pineapple Juice, Lime Juice, Chilli (Habanero, Reaper &amp; Birdseye), Tomato Puree, Chipotle, Chilli Powder, Salt, Spices, Xanthan (415), Citric Acid",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Surfguys - Mango Habanero Hot Sauce,"Fresh Orange Habaneros, Mangos, Salt, Vinegar, Garlic, Spices",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
the CHILLI effect - Heads or Tails,"Tomato Puree, Water, Molasses, Balsamic Vinegar, Apple Cider Vinegar, Red Wine, Habanero Chilli, Brown Sugar, Onion, Garlic, Salt, Allspice, Pepper, Xanthan (415), Hickory Smoke Powder.",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
Surfguys - Red Habanero Hot Sauce,"Fresh Red Habaneros, Vinegar, Salt, Garlic, Spices, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Grim Reaper Foods - Evil One,"Red Pepper, Chilli (Scotch Bonnet 15.5%, Naga 3%), Cyder Vinegar, Onion, Orange, Lemon, Carrot, Sugar, Garlic, 1 Million SHU Chilli Extract, Salt",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Surfguys - Jalapeno Pepper Sauce,"Fresh Jalapenos, Onion, Garlic, Salt,  Rw And Ac Vinegars, Spices",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Encona - Thai Sweet Chilli Sauce,"Sugar, Water, Chilli Mash (Chillis, Water, Acetic Acid, Salt) (15%), Garlic, Salt, Lime Juice, Stabiliser: Xanthan Gum, Colour (Paprika Extract), Spirit Vinegar, Preservative (Potassium Sorbate).",0,3.0,3.0,3.0,0.5,3.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Original Juan - Pain 100%,"Habanero Peppers, Water, Tomato Paste, Natural Pepper Flavoring, Salt, Spices",0,4.5,4.5,4.5,4.7,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Encona - West Indian Extra Hot Pepper Sauce,"Hot Pepper Mash (55%) (Peppers (89%) (Habanero Peppers, Scotch Bonnet Peppers, Bhut Jolokia Peppers), Salt, Acid: Acetic Acid), Water, Salt, Acid: Acetic Acid, Onion Powder, Birds Eye Chilli, Garlic Powder, Mustard Powder, Modified Maize Starch, Stabiliser: Xanthan Gum, Preservative: Potassium Sorbate",0,3.3,3.2,3.8,3.0,3.1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
Cry Out Chili Sauce,"Red Jalapeno, Red Bell Pepper, Habanero, Serrano, Chipotle Peppers, Adobo Sauce, Extra Virgin Olive Oil, Garlic, Tamari, Lemon Juice, Citric Acid",0,4.9,4.6,5.0,4.0,4.7,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Dunn's River - Jamaican Style Hot Sauce,"Water, Pepper Mash (47%) (habanero Peppers, Cayenne Peppers, Salt, Acetic Acid, Sugar Syrup, Xanthan Gum, Potassium Sorbate",0,3.2,3.1,2.8,2.7,2.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
Veri Peri Hot Sauce,"Water, Sunflower Oil, White Distilled Vinegar, Lemon Juice, Salt, Birds Eye Chili Pepper, Mustard, Oregano, Xanthan Gum, Citric Acid, Sodium Benzoate, Potassium Sorbate, Sulfur Dioxide, Garlic",0,4.0,4.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
Nongporn Seafood Chilli Sauce ,"Fresh Chilli Padi (25%), Garlic (20%), Lime Juice (15%), Vinegar (11%), Monosodium Glutamate, INS211",0,3.1,3.4,3.7,0.1,2.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hoss Soss - Bi-Bim,"Water, Soybean Oil, Sugar, Tamari Soy Sauce (water, Soybeans, Rice, Salt), Fish Sauce (anchovy Extract, Salt, Sugar), Red Pepper Powder, Toasted Sesame Oil, Garlic, Rice Wine Vinegar, Cayenne Pepper, Lime Puree (lime Juice Concentrate, Water, Pulp Cells, Lime Oil, Ground Peel), Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
Boppa John!'s Habanero Sauce,"Home Grown Habanero Chilis (Red Savina, Fatali, Chocolate, Devil'sTongue, Bhut Jolokia, Trinidad Scorpion, Naga Morich), Organic Vegetable Broth, Organic Carrot Juice,  And Just A Splash Of Locally Sourced (www.rabbitsfootmeadery.com) Hard Cider....as A Sort Of  ""blessing"".",0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Hoss Soss - Guajillo,"Water, Onions, Soybean Oil, Tomatoes (tomatoes, Salt), Guajillo Peppers, Tomato Paste, Garlic, Sugar, White Distilled Vinegar, Roasted Jalapeno Peppers, Honey, Salt, Cayenne Pepper, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1
Frankie V's - Spooky White Hot Sauce,"Fresh White Onion, Garlic, White Vinegar, Rice Vinegar, Lemon Juice, Habanero Pepper, Ginger, Salt, White Pepper, Coconut Oil, Mustard.",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"D'Elidas - Picante Chombo, Habanero Pepper (Yellow)","Selected Chombo Pepper, Mustard, Vinegar, Water, Salt, Onion, Xanthan Gum, 0.1% Sodium Benzoate, FD&amp;C Red #40 ",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
Chef Rebel Chili Sauces - Susmaryosep Vinegar Spirit,"Labuyo Pepper, Garlic, Onion, Vinegar, Soy Sauce, Corn Oil, Raisin, Sugar, Tomato, Ginger, Lemon Leaves, Laurel, Black Pepper, Salt",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
Charlapeño - Whiskey &amp; Jalapeño,"Jalapeño Peppers, Olive Oil, Vinegar, Whiskey, Tomato, Seasonings, Tartaric Acid",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Crooner's Original - Kwaito Sauce,"Tokolosh Chillis, Water, Salt, Spices, Garlic Puree, Tomato, Smoked African Paprika,Barley Malt Vinegar, Chilli Oil",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Feisty Parrot - OUCH!,"Apple Juice, Carrots, Water, Onion, Lime Juice, Scotch Bonnet Peppers, Tequila, White Wine Vinegar, Garlic, Salt, Spices And Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
HazMat Foods - Mango Madness,"Mango, Peppers, Carrots, Lemon Juice, Ginger, Salt, Spices, Vinegar",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Louisiana Gold - Pepper Sauce with Tabasco,"Red Peppers, Tabasco Peppers, Spirit Vinegar , Salt",0,4.0,4.0,3.0,2.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HazMat Foods - Tomatoxin,"Tomatoes, Peppers, Water, Vinegar, Sugar, Garlic, Mustard Seeds, Spices",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
Melinda's - XXXtra Hot Sauce,"Habanero Chiles, Fresh Carrots, Onions, Garlic, Limejuice",0,0.6,0.2,1.0,0.3,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Butterfly Bakery - Maple Wood Smoked Onion Hot Sauce,"Vermont Grown Chili Peppers, Organic White Vinegar, Maple Wood Smoked Vermont Grown Onions, Salt",0,4.5,4.1,3.0,2.4,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Pinchers - One Pepper, Soooo Incredibly Hot Sauce","Scotch Bonnet, Habaneros, Garlic, Onions, Vinegar, Salt",0,5.0,5.0,5.0,5.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Iguana - Radioactive Atomic Pepper Sauce,"Habanero, Cayenne, Tabasco Peppers, Carrots, Salt, Vinegar, Onion, Tomato Paste, Ascorbic Acid, Garlic Powder",0,4.7,3.0,4.0,4.7,5.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
BOOEY'S Gourmet - Original Pepper Sauce,"Hot Pepper Sauce (Aged Cayenne Red Peppers), Vinegar, Water, Salt, Garlic Powder, Water, Unsalted Butter, (Milk), Seasoning (Dextrose, Salt, Natural Flavor, Disodium Inosinate), Dried Garlic, Salt , Dried Onions, Red Pepper Chili Flakes, Black Pepper, Celery Seed, Paprika, Parsley",0,5.0,5.0,4.7,4.5,4.6,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
King Scorpion - Black Scorpion Hot Sauce,"Vinegar, Peppers",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dashelito Enterprises - Bourbonaro: Sweet Potato Hot Sauce,"Sweet Potato, Apple Cider Vinegar, Onion, Habanero Pepper, Brown Sugar, Garlic, Raisins, Lemon Juice, Bourbon (Corn, Rye, Barley), Honey, Salt
",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
King Scorpion - Red Scorpion Sting,"Vinegar, Red Scorpion Peppers, Sweetener Agave, Chipootle",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Southern Soul Barbeque - Hot Red Cayenne Table Sauce,"Cayenne Peppers, Distilled Vinegar, Salt, Xanthan Gum, Dehydrated Garlic, Paprika, Less Than 1/10th% Of 1% Benzoate Of Soda Added As A Preservative",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
King Scorpion - Poltergeist Ghost Pepper Sauce,"Bhut Jalokia Peppers, Sweetener, Chipotle",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
King Scorpion - Yellow Moruga Scorpion Hot Sauce,"Yellow Moruga Scorpion Peppers , Vinegars , Lime ",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
